Id,Target
7113,0.019922365476869187
15140,0.018579974989667937
3852,0.032699117909527314
1870,0.022134328794198757
12930,0.017925071275204707
10695,0.019051233351704677
16050,0.017535399309879414
10320,0.029298482399878204
12123,0.02095142761909899
6404,0.02506618103044398
5308,0.03415396609550414
11763,0.01991858513677305
11061,0.017786303446200635
3800,0.017606021853509447
10077,0.02953299138698457
14010,0.01575177030276626
3686,0.02085828384228116
9976,0.017471860276917384
6724,0.036637506822125035
3431,0.02472045960542198
14933,0.019600970325309268
10950,0.0197430608534363
11082,0.0173377357394154
11836,0.022294167829260275
5327,0.0210300989549408
10344,0.03211955980423181
12806,0.026748494818066938
15258,0.021585678324954
3578,0.017944903744934196
10465,0.022858601274203794
15387,0.018852344464911824
636,0.025356655668413434
8046,0.021826973784374627
2618,0.020975314806276044
10235,0.04483460980023414
10483,0.018468585283588766
15041,0.021166681485267708
7688,0.021376393404382063
8812,0.02467991435731391
10328,0.02049805037985256
15990,0.017848476126958415
2108,0.02095589908456621
2718,0.01951367583423025
8269,0.02769112721366218
15999,0.016975721674186005
3670,0.020065874783321645
9313,0.01648983038843793
16310,0.019490073527702545
15717,0.020148684670014454
6587,0.02336683391916721
2026,0.027757792197368507
14014,0.018421639952260926
9110,0.019200907155092234
15800,0.021662633636996262
12464,0.01671272984255092
8754,0.021831749261101287
8372,0.03199732497096634
302,0.02104577253357536
15702,0.01802936670203219
10630,0.01637315306555894
15438,0.02042925292591271
13027,0.018614842390784057
7384,0.01866316463389303
6905,0.01849110272885969
11024,0.02024785400081009
3621,0.01975957035502904
14314,0.01724570274079772
3176,0.02020317600592681
8206,0.022077786531512017
3863,0.019158386258371192
14255,0.020436552259298094
15581,0.02114563184024365
14574,0.016585986426856474
10411,0.018442050542348216
2634,0.021930763832131384
12199,0.017508383468823333
16560,0.02121157138277352
11747,0.0192018244796483
9487,0.02167764420032372
11839,0.014561336074012565
14398,0.027475227908329937
2226,0.021662789448081005
15005,0.020379065024851168
14025,0.020252961480095262
12808,0.018943075687261154
16201,0.021915856726429983
100,0.01762096252998152
11104,0.018835627708117687
2279,0.021840489768375135
11830,0.020660662872051122
10932,0.019894756023153548
1657,0.018307179961099693
12220,0.01879536299713571
15216,0.022157667731812998
11943,0.019151713758102304
2697,0.019998640998713513
6210,0.019791654014580173
9780,0.024252506748275237
11675,0.019317610618513538
12291,0.020191104945974883
1354,0.045882587459912486
14016,0.018755369534343685
12744,0.020508532004296594
11605,0.017736667242861208
7049,0.018520156696463286
16008,0.023191997829122943
8610,0.0226051224860709
8084,0.020935394458104644
1453,0.020436038796375997
1134,0.017074885569339712
5457,0.02355780537820364
15739,0.020646324413721086
599,0.019904117544585376
5194,0.019925947880608766
719,0.020478905514591847
5449,0.0206091629479876
5055,0.018134843004070884
15224,0.01578439259305129
1694,0.019599721726758928
14200,0.01670981624608943
14806,0.030969674224294565
2575,0.01844466521052012
2977,0.021216247017484216
2184,0.022004692709629188
123,0.019808237901853754
7982,0.030080878804123794
7456,0.02207152035807928
6727,0.01905657226626645
9612,0.01609606053226456
16169,0.01955290985527697
15060,0.03351808993618913
6223,0.023614018737992317
16253,0.01927319099192946
7574,0.02241157825793643
12406,0.022145105780006502
11769,0.018898897552708585
5476,0.019784024704422917
7644,0.025186802061819048
16154,0.02406781784315496
1652,0.033459456690871206
12109,0.01594527090948604
6729,0.033186713780614024
9521,0.0311189949776127
14179,0.015145624021291978
1376,0.02931068228628189
6480,0.02672310563396234
7645,0.01972198240354002
132,0.05127251986707379
12216,0.0242383543394787
3331,0.02027724544500998
323,0.01911043776576442
15834,0.018377480021034516
11163,0.01980153052156619
15442,0.01976212201920192
16465,0.03804639024096268
12799,0.02043305768723085
4623,0.01814612374150247
14772,0.019279558325710388
6052,0.02221561087660376
9239,0.03739427665023287
2405,0.02934468321080894
5886,0.02045264083744473
8675,0.01867527795732031
9255,0.03028132532919913
2095,0.021761995766994547
12254,0.021610125350379723
5587,0.015362099135413459
12469,0.015367841423277734
10985,0.020312685380544277
11031,0.02026629461231434
5437,0.020535240066205294
9437,0.01690556317448285
6120,0.020679190435973764
5142,0.0189886941931303
13757,0.02458175569633928
7776,0.017278982096012394
13507,0.022246676758832514
790,0.01882081777820046
3060,0.021379918826124264
7501,0.02271911092191336
3012,0.028737576641052354
7100,0.03041265689835234
5077,0.024098422665220044
11858,0.02863459359820576
5219,0.020275677698073067
11085,0.016953194620944488
15301,0.0165040911349224
12894,0.01769753032254766
12795,0.019858341521330324
13387,0.018163429660908344
5266,0.020933799094849277
4888,0.016764673073414657
9287,0.016269198339211362
14562,0.0215793009620009
3265,0.01957191568109739
2314,0.017496236606616557
4128,0.01989770325636067
4512,0.026473585290058887
1537,0.016530413375146793
10332,0.03137671791776337
13537,0.019516239388661063
11848,0.025290784066204934
11985,0.018198071445933633
9645,0.019962500434001124
2205,0.03862721585106479
11424,0.020772551988916706
9702,0.018171438703825295
8067,0.026742296973032403
2826,0.018230846724255272
937,0.019817560010728395
10920,0.02074698901453714
7847,0.01664610012838669
16022,0.01566294022730169
9581,0.02752304838265944
10556,0.01792159852625802
1294,0.020453277561533104
13914,0.031096915477979395
16498,0.019034992537734555
5206,0.019587491864826653
16367,0.019780220871077097
8232,0.019374191855319092
3146,0.024036022521653717
9941,0.017970298150663457
10095,0.018532158334905888
10412,0.01965295999631834
16010,0.023064736511494814
12142,0.02059185888895234
8334,0.02002353990470876
16026,0.018893035878128434
6632,0.019009807728415984
10531,0.01890960690804045
14448,0.01967656419415212
13058,0.01728854207939485
12607,0.019622913850597706
2862,0.04302044581061856
3091,0.017277103309251397
5492,0.018170231227609565
10898,0.0218423033984292
14392,0.019899711332413614
12955,0.019222785477471388
12325,0.01703647398822173
7537,0.022110567211493043
16487,0.02072534383856923
14001,0.018252264316306895
10593,0.0170408865823716
5054,0.020877035365570087
9525,0.01551583870139489
15440,0.019370213298905786
14459,0.019205115001969596
9338,0.020003765369967737
3887,0.01909085002574192
12164,0.02071974624797859
12139,0.018297068531748905
8981,0.04239695495174298
85,0.02075963751596302
11476,0.018009394439893283
16532,0.01782944737084146
9657,0.018168632112563417
14720,0.01836341479141212
3665,0.030385169317729093
14572,0.019358641822905268
12679,0.019869587821950065
775,0.01638986929506235
8455,0.016781294056557382
15484,0.015116579097019476
5230,0.03489637113128921
4271,0.020494045454315962
3458,0.019390978094697094
1319,0.030171513875699753
13357,0.01810671567902575
9336,0.021022089869912945
13796,0.017314777931337393
687,0.016289053372440215
13383,0.023036170141635018
9268,0.01820115032921687
478,0.023894932101646872
12580,0.023869334722363304
10618,0.020742319862491133
4929,0.02367321014562773
5834,0.019967174130812147
12053,0.021189321582173914
14450,0.022800442638331617
6705,0.01764218254561589
4406,0.02086696050535211
247,0.02219973314907413
13628,0.016828508487921903
3729,0.016564449343465106
2869,0.0250318012584428
15010,0.01985936284313483
1974,0.021766821803602118
5245,0.021272111910847224
15097,0.017531995490458252
15691,0.04267552985950332
12657,0.019602175989221336
2871,0.020275343545333953
12090,0.01740831153086047
1204,0.02242521134055829
10640,0.018149405182722584
14445,0.022428980240018756
6802,0.019663473634225378
5302,0.02019140603306614
14718,0.01702426532492001
2360,0.021351636011268563
73,0.019569938033549228
9229,0.018872398590725207
2559,0.01868777377473964
3828,0.021226423809513815
9584,0.019409371004182854
3172,0.02981295172862302
391,0.020176785255727733
8011,0.019238301146277007
4659,0.019654522697228147
15318,0.029325267084497335
10142,0.019656468962573354
6897,0.017636823132626583
613,0.020056210420491088
10251,0.016075663696432336
1113,0.017585578710399064
13833,0.020300028607909575
5126,0.04884070953740621
4690,0.01972207665231747
4383,0.02419557631401392
5316,0.021316947455207437
14613,0.020386587426260882
13524,0.02642531536759313
16191,0.018396127782488513
2745,0.01829257383491818
13852,0.01665561535100569
9878,0.021687755497845195
13445,0.02193564838040716
15960,0.018705319752324635
1346,0.049232262680323303
3617,0.020779885568346847
15601,0.020673742807433698
2364,0.01792389129821594
15193,0.01700844530315749
11752,0.027476431324525152
16067,0.01977382089120659
14924,0.019174470747630026
15334,0.01777058585610865
8360,0.0220212980784453
10362,0.018761417763849743
2097,0.01710883215470091
7116,0.019404815222117476
15633,0.017684577164771557
15338,0.014333951202366291
2157,0.020580252222143037
13267,0.016342741873339242
3318,0.022579790996674412
6227,0.017007867206742206
14339,0.020289044501975165
6322,0.03335576731411573
8977,0.027870634120967977
8014,0.01799664365295132
5005,0.020251246983598772
12405,0.01862525877868928
15130,0.020616207617879037
12822,0.020484277714229594
13763,0.02154864711866444
88,0.023334866444199742
10256,0.018276387745656566
8591,0.024293864187864965
3442,0.017411474331931152
9948,0.04511306760376399
9171,0.01875983989378449
402,0.020017482729945368
3286,0.024027399116864703
1616,0.019990747502832293
15996,0.04553304284929386
11688,0.01582130031071471
15542,0.038410817153061376
15254,0.018117284562718147
13324,0.017209796214876283
