iter	RMSE
0	0.006448876587
1	0.006386438409
2	0.006323087136
3	0.006253148319
4	0.006187304959
5	0.006120259128
6	0.006058459757
7	0.00599704061
8	0.005933800278
9	0.005874052534
10	0.005818945711
11	0.005765325892
12	0.005715023067
13	0.005662763021
14	0.005616718984
15	0.005567332322
16	0.005518523311
17	0.005469563549
18	0.005423636322
19	0.005381986585
20	0.005335998584
21	0.005295255924
22	0.005249520695
23	0.00521318314
24	0.005176491143
25	0.005136230258
26	0.005098449994
27	0.005065096926
28	0.005032347441
29	0.005000061453
30	0.004965094052
31	0.004936700261
32	0.004901885092
33	0.004867165277
34	0.004837500038
35	0.004808866662
36	0.004782451582
37	0.004753903082
38	0.004732363763
39	0.004708960638
40	0.004684564901
41	0.004656132973
42	0.004634765336
43	0.004610232702
44	0.004590474123
45	0.004570869486
46	0.004548154343
47	0.004521628333
48	0.004495296843
49	0.004474943641
50	0.004456849185
51	0.004430458176
52	0.004413071606
53	0.004393849189
54	0.004376718328
55	0.004355730807
56	0.004336463258
57	0.004313944499
58	0.004300571424
59	0.004276928904
60	0.004261640813
61	0.004241491136
62	0.004222273724
63	0.004201129469
64	0.004187574027
65	0.004167741864
66	0.004154678907
67	0.004141085744
68	0.004126102571
69	0.004108680564
70	0.004094125944
71	0.004071669085
72	0.004062368563
73	0.004042287881
74	0.00403042126
75	0.00401435745
76	0.004003639377
77	0.003991304277
78	0.003973161947
79	0.003959451874
80	0.003943111123
81	0.003934872203
82	0.003922968862
83	0.003908032603
84	0.003896840873
85	0.00388787736
86	0.003877316857
87	0.003870335312
88	0.003859970713
89	0.003846875556
90	0.003832119232
91	0.003825650162
92	0.003815531384
93	0.003803587026
94	0.003790508017
95	0.003781371467
96	0.003772086127
97	0.003765698373
98	0.003754950609
99	0.003747855198
100	0.003735603172
101	0.003729198502
102	0.00371452714
103	0.003702317188
104	0.003695126985
105	0.003685247962
106	0.003680334507
107	0.003674730275
108	0.003661069564
109	0.003650090992
110	0.003638883685
111	0.003626450942
112	0.003620684887
113	0.003613701262
114	0.003608188734
115	0.003599025926
116	0.003594609134
117	0.003585915237
118	0.003575250137
119	0.003571037996
120	0.003562026924
121	0.003552802744
122	0.003547732814
123	0.003539926728
124	0.003534495879
125	0.003527387852
126	0.003522490893
127	0.003511618599
128	0.003504291428
129	0.00349755437
130	0.003492848318
131	0.003486877246
132	0.003483095917
133	0.003474058031
134	0.003468645095
135	0.003462396624
136	0.003452459916
137	0.003448908245
138	0.003445180458
139	0.003441964826
140	0.003431939053
141	0.003427055803
142	0.003419991175
143	0.003409938569
144	0.003402091328
145	0.003397778003
146	0.003392360595
147	0.00338686758
148	0.003381148923
149	0.003377963041
150	0.00337388888
151	0.003370928428
152	0.003366334866
153	0.003363137718
154	0.003353221368
155	0.003345309485
156	0.003343101693
157	0.003341061647
158	0.003333255223
159	0.00332426103
160	0.00332289746
161	0.003315622101
162	0.003312714445
163	0.00330719836
164	0.003304023594
165	0.003301276675
166	0.00329857914
167	0.003290598348
168	0.003288903526
169	0.003285775439
170	0.003285394854
171	0.003283084346
172	0.003276303188
173	0.003273791908
174	0.003264775267
175	0.003257047208
176	0.003255036087
177	0.003252103221
178	0.003249308531
179	0.003247039055
180	0.003239765521
181	0.003232505813
182	0.003230501319
183	0.003228138078
184	0.003224940643
185	0.003221517441
186	0.003218379129
187	0.00321691857
188	0.003211918892
189	0.003209616424
190	0.003204766062
191	0.003204366723
192	0.003202566263
193	0.003195274638
194	0.003192730731
195	0.003184786727
196	0.003184314678
197	0.003178851481
198	0.003173475392
199	0.00317111791
200	0.003167804215
201	0.003165413379
202	0.00316130326
203	0.003158811159
204	0.00315837403
205	0.003156970766
206	0.003151320155
207	0.003142257623
208	0.003140777654
209	0.003137340223
210	0.003135841115
211	0.003130923717
212	0.003130600338
213	0.003127408385
214	0.003121823464
215	0.003121439014
216	0.003113593271
217	0.003110941373
218	0.003110545919
219	0.003108899289
220	0.003101344693
221	0.003098605892
222	0.003095476468
223	0.003087880422
224	0.003083592559
225	0.003080027752
226	0.003074325465
227	0.003070448328
228	0.003065800427
229	0.003060896387
230	0.003057853645
231	0.003056256294
232	0.003052446114
233	0.003050537618
234	0.003042706373
235	0.003039163826
236	0.003038757871
237	0.003037214071
238	0.003034084813
239	0.003029457633
240	0.003026595545
241	0.003023528328
242	0.003018403659
243	0.003015893547
244	0.00301085932
245	0.003009792304
246	0.003008079979
247	0.003004166348
248	0.003001876384
249	0.002999020495
250	0.002997739776
251	0.002991218704
252	0.002990951583
253	0.002983791592
254	0.002980925735
255	0.002973244339
